user_id,item_id,job_company,job_scope,rating,user_profile,interaction_type
408,109,PappaRich,Healthcare and Wellness,2,Tech Enthusiast,view
408,93,Finisar (Malaysia),Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
409,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,3,Business Professional,click
411,75,Elentec (Malaysia),Manufacturing and Industrial Services,4,Tech Enthusiast,favorite
412,30,Department of Statistics Malaysia,Consumer Services,2,Healthcare Worker,favorite
412,140,Meta Research,Technology and IT Services,1,Healthcare Worker,view
412,71,Jabatan Kimia Malaysia,Consumer Services,5,Healthcare Worker,favorite
412,88,Institute of Diplomacy and Foreign Relations Malaysia,Consumer Services,1,Healthcare Worker,view
413,130,Tamco,Manufacturing and Industrial Services,4,Tech Enthusiast,favorite
414,153,City University College of Science and Technology,Education and Training,5,Healthcare Worker,favorite
414,31,Delivery Hero (Malaysia),Consumer Services,2,Healthcare Worker,view
417,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,2,Healthcare Worker,view
417,172,Esther Ong Tengku Saiful & Sree,Consumer Services,2,Healthcare Worker,view
418,134,Naga DDB Tribal,Consumer Services,4,Tech Enthusiast,view
420,5,Sun Pharmaceutical (Malaysia),Healthcare and Wellness,2,Healthcare Worker,view
420,121,Agensi Nuklear,Manufacturing and Industrial Services,1,Healthcare Worker,favorite
423,163,INTI International University & Colleges,Education and Training,5,Business Professional,favorite
423,150,Salutica Allied Solutions,Manufacturing and Industrial Services,2,Business Professional,view
423,101,Tentacle Technologies,Technology and IT Services,3,Business Professional,view
424,63,Forest Research Institute Malaysia,Technology and IT Services,1,Business Professional,click
425,132,Vettons,Retail and Consumer Services,3,Healthcare Worker,view
426,76,IBM Global Delivery Centre (Malaysia),Technology and IT Services,3,Healthcare Worker,view
427,51,ABC (Malaysia),Media and Entertainment,5,Business Professional,favorite
427,82,Aerospace Composites Malaysia,Manufacturing and Industrial Services,1,Business Professional,view
429,73,Alliance Steel (Malaysia),Manufacturing and Industrial Services,4,Healthcare Worker,view
429,108,Bank Muamalat,Financial and Banking Services,1,Healthcare Worker,view
430,36,Cempaka Schools Malaysia,Education and Training,5,Tech Enthusiast,favorite
430,104,2X,Technology and IT Services,3,Tech Enthusiast,view
431,134,Naga DDB Tribal,Consumer Services,3,Business Professional,view
431,146,11street,Retail and Consumer Services,1,Business Professional,favorite
431,35,Early Autism Project (Malaysia),Healthcare and Wellness,5,Business Professional,click
434,75,Elentec (Malaysia),Manufacturing and Industrial Services,5,Healthcare Worker,favorite
435,16,SilTerra Malaysia Sdn. Bhd.,Manufacturing and Industrial Services,5,Healthcare Worker,favorite
435,63,Forest Research Institute Malaysia,Technology and IT Services,1,Healthcare Worker,view
436,167,TM Research & Development,Technology and IT Services,4,Business Professional,favorite
437,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,4,Healthcare Worker,favorite
438,172,Esther Ong Tengku Saiful & Sree,Consumer Services,2,Tech Enthusiast,favorite
439,130,Tamco,Manufacturing and Industrial Services,2,Business Professional,view
439,62,Revenue Group (Malaysia),Financial and Banking Services,2,Business Professional,view
440,135,Tealive,Healthcare and Wellness,3,Tech Enthusiast,favorite
441,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,2,Tech Enthusiast,view
442,35,Early Autism Project (Malaysia),Healthcare and Wellness,3,Business Professional,view
442,19,Kementerian Kesihatan Malaysia,Healthcare and Wellness,2,Business Professional,view
443,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,5,Healthcare Worker,view
443,169,UMW Toyota,Manufacturing and Industrial Services,3,Healthcare Worker,view
444,31,Delivery Hero (Malaysia),Consumer Services,2,Business Professional,view
444,166,NationGate Solution,Technology and IT Services,1,Business Professional,favorite
444,31,Delivery Hero (Malaysia),Consumer Services,5,Business Professional,view
444,49,Courts (Malaysia),Retail and Consumer Services,2,Business Professional,view
445,29,Asian Secrets (Malaysia),Retail and Consumer Services,1,Tech Enthusiast,click
447,60,MYSense (Malaysia),Technology and IT Services,2,Tech Enthusiast,favorite
447,136,BRANDTHINK Asia,Consumer Services,5,Tech Enthusiast,click
447,90,Malaysia University of Science and Technology,Education and Training,1,Tech Enthusiast,view
450,143,Galaxy Aerospace,Manufacturing and Industrial Services,3,Healthcare Worker,favorite
451,3,Hong Leong Malaysia,Financial and Banking Services,4,Tech Enthusiast,favorite
453,169,UMW Toyota,Manufacturing and Industrial Services,1,Tech Enthusiast,view
455,147,BRAND'S Suntory,Manufacturing and Industrial Services,3,Tech Enthusiast,favorite
455,95,Human Resources Development Fund Malaysia,Consumer Services,5,Tech Enthusiast,view
455,118,Credit Guarantee,Financial and Banking Services,3,Tech Enthusiast,view
457,51,ABC (Malaysia),Media and Entertainment,2,Business Professional,view
458,0,Trapo (Malaysia),Manufacturing and Industrial Services,3,Tech Enthusiast,view
458,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,4,Tech Enthusiast,favorite
459,38,Colony (Malaysia),Construction and Real Estate,5,Tech Enthusiast,view
459,150,Salutica Allied Solutions,Manufacturing and Industrial Services,3,Tech Enthusiast,favorite
459,14,Prasarana Malaysia Berhad,Consumer Services,2,Tech Enthusiast,favorite
460,159,Universal Traveller,Retail and Consumer Services,4,Tech Enthusiast,view
461,16,SilTerra Malaysia Sdn. Bhd.,Manufacturing and Industrial Services,4,Business Professional,favorite
462,150,Salutica Allied Solutions,Manufacturing and Industrial Services,4,Business Professional,click
463,21,Setel (Malaysia),Financial and Banking Services,2,Tech Enthusiast,view
464,36,Cempaka Schools Malaysia,Education and Training,3,Tech Enthusiast,click
466,66,Academy of Sciences Malaysia,Technology and IT Services,3,Tech Enthusiast,favorite
466,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,2,Tech Enthusiast,view
466,17,Aspiro (Malaysia),Financial and Banking Services,4,Tech Enthusiast,click
467,169,UMW Toyota,Manufacturing and Industrial Services,5,Healthcare Worker,view
467,114,TalentCorp,Consumer Services,2,Healthcare Worker,view
467,58,Malaysia Transformer Manufacturing,Manufacturing and Industrial Services,1,Healthcare Worker,favorite
468,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,5,Healthcare Worker,view
468,46,ASE Electronics Malaysia,Manufacturing and Industrial Services,5,Healthcare Worker,view
468,10,IRIS (Malaysia),Financial and Banking Services,4,Healthcare Worker,favorite
468,172,Esther Ong Tengku Saiful & Sree,Consumer Services,4,Healthcare Worker,click
470,93,Finisar (Malaysia),Manufacturing and Industrial Services,1,Business Professional,favorite
470,147,BRAND'S Suntory,Manufacturing and Industrial Services,2,Business Professional,view
470,31,Delivery Hero (Malaysia),Consumer Services,5,Business Professional,favorite
475,99,J&T Express,Consumer Services,5,Tech Enthusiast,view
475,29,Asian Secrets (Malaysia),Retail and Consumer Services,1,Tech Enthusiast,view
475,172,Esther Ong Tengku Saiful & Sree,Consumer Services,2,Tech Enthusiast,view
476,11,Guardian (Malaysia),Healthcare and Wellness,1,Healthcare Worker,view
476,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,4,Healthcare Worker,view
476,88,Institute of Diplomacy and Foreign Relations Malaysia,Consumer Services,5,Healthcare Worker,click
477,1,INVOKE Solutions (Malaysia),Consumer Services,5,Healthcare Worker,view
477,147,BRAND'S Suntory,Manufacturing and Industrial Services,3,Healthcare Worker,click
479,133,OCIM,Manufacturing and Industrial Services,5,Healthcare Worker,click
480,15,Monash University Malaysia,Education and Training,4,Tech Enthusiast,view
482,127,Mechmar,Manufacturing and Industrial Services,5,Tech Enthusiast,view
482,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,2,Tech Enthusiast,view
485,115,Payments Network,Financial and Banking Services,1,Tech Enthusiast,click
486,72,Malaysia LNG,Manufacturing and Industrial Services,1,Tech Enthusiast,view
486,120,George Kent,Consumer Services,5,Tech Enthusiast,view
488,140,Meta Research,Technology and IT Services,4,Tech Enthusiast,view
492,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,5,Healthcare Worker,view
493,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,4,Healthcare Worker,view
494,61,Universiti Sains Islam Malaysia,Education and Training,4,Business Professional,view
494,61,Universiti Sains Islam Malaysia,Education and Training,4,Business Professional,view
499,72,Malaysia LNG,Manufacturing and Industrial Services,5,Healthcare Worker,view
501,85,Esri Malaysia,Technology and IT Services,5,Healthcare Worker,favorite
502,21,Setel (Malaysia),Financial and Banking Services,3,Tech Enthusiast,favorite
502,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,1,Tech Enthusiast,click
503,82,Aerospace Composites Malaysia,Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
505,79,DH SSC Malaysia,Technology and IT Services,1,Tech Enthusiast,view
506,61,Universiti Sains Islam Malaysia,Education and Training,2,Business Professional,favorite
506,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,3,Business Professional,favorite
508,9,Bank Rakyat (Malaysia),Financial and Banking Services,3,Tech Enthusiast,favorite
509,148,Hitachi eBworx,Financial and Banking Services,5,Tech Enthusiast,view
510,72,Malaysia LNG,Manufacturing and Industrial Services,4,Healthcare Worker,view
514,17,Aspiro (Malaysia),Financial and Banking Services,2,Healthcare Worker,favorite
514,20,Alliance Bank Malaysia,Financial and Banking Services,1,Healthcare Worker,favorite
514,127,Mechmar,Manufacturing and Industrial Services,1,Healthcare Worker,view
516,134,Naga DDB Tribal,Consumer Services,3,Healthcare Worker,view
516,56,MoneyMatch (Malaysia),Financial and Banking Services,3,Healthcare Worker,view
518,84,City University Malaysia,Education and Training,3,Healthcare Worker,favorite
519,52,Universiti Tun Hussein Onn Malaysia,Education and Training,1,Healthcare Worker,favorite
520,144,SUPA,Technology and IT Services,1,Tech Enthusiast,click
520,139,Taylors Education Group,Education and Training,2,Tech Enthusiast,view
520,71,Jabatan Kimia Malaysia,Consumer Services,4,Tech Enthusiast,favorite
520,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,5,Tech Enthusiast,click
521,5,Sun Pharmaceutical (Malaysia),Healthcare and Wellness,4,Business Professional,view
522,18,SOCAR MOBILITY MALAYSIA,Consumer Services,3,Tech Enthusiast,favorite
522,123,Maqo,Manufacturing and Industrial Services,2,Tech Enthusiast,view
522,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,3,Tech Enthusiast,view
525,62,Revenue Group (Malaysia),Financial and Banking Services,4,Healthcare Worker,click
527,84,City University Malaysia,Education and Training,3,Business Professional,favorite
527,90,Malaysia University of Science and Technology,Education and Training,1,Business Professional,favorite
529,130,Tamco,Manufacturing and Industrial Services,5,Tech Enthusiast,view
529,143,Galaxy Aerospace,Manufacturing and Industrial Services,5,Tech Enthusiast,view
530,130,Tamco,Manufacturing and Industrial Services,3,Healthcare Worker,click
533,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,5,Business Professional,view
533,135,Tealive,Healthcare and Wellness,2,Business Professional,view
533,121,Agensi Nuklear,Manufacturing and Industrial Services,1,Business Professional,click
533,33,Henry Butcher Malaysia,Construction and Real Estate,3,Business Professional,click
534,75,Elentec (Malaysia),Manufacturing and Industrial Services,3,Business Professional,click
534,116,P1,Technology and IT Services,3,Business Professional,view
535,172,Esther Ong Tengku Saiful & Sree,Consumer Services,5,Healthcare Worker,click
535,2,Lotus's Malaysia,Retail and Consumer Services,1,Healthcare Worker,click
537,127,Mechmar,Manufacturing and Industrial Services,5,Healthcare Worker,favorite
539,13,Infopro Malaysia,Financial and Banking Services,1,Healthcare Worker,favorite
540,8,Teach For Malaysia,Education and Training,4,Tech Enthusiast,view
540,70,Inland Revenue Board Of Malaysia,Consumer Services,3,Tech Enthusiast,favorite
540,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,5,Tech Enthusiast,favorite
541,110,MRANTI,Technology and IT Services,3,Business Professional,view
545,45,Westports Malaysia,Transportation,5,Business Professional,view
545,135,Tealive,Healthcare and Wellness,3,Business Professional,favorite
545,103,PR1MA,Construction and Real Estate,2,Business Professional,favorite
546,84,City University Malaysia,Education and Training,1,Business Professional,view
546,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,3,Business Professional,favorite
546,60,MYSense (Malaysia),Technology and IT Services,3,Business Professional,view
547,11,Guardian (Malaysia),Healthcare and Wellness,4,Business Professional,favorite
547,6,Lemon Sky Studios (Malaysia),Media and Entertainment,5,Business Professional,view
549,59,IAC (Malaysia),Consumer Services,5,Healthcare Worker,favorite
550,5,Sun Pharmaceutical (Malaysia),Healthcare and Wellness,2,Tech Enthusiast,view
551,124,STRAND Aerospace,Manufacturing and Industrial Services,4,Tech Enthusiast,favorite
551,10,IRIS (Malaysia),Financial and Banking Services,5,Tech Enthusiast,click
552,46,ASE Electronics Malaysia,Manufacturing and Industrial Services,5,Healthcare Worker,favorite
552,163,INTI International University & Colleges,Education and Training,3,Healthcare Worker,click
554,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,4,Healthcare Worker,favorite
555,8,Teach For Malaysia,Education and Training,1,Tech Enthusiast,click
556,24,Telekom Malaysia,Technology and IT Services,1,Tech Enthusiast,view
556,128,Penfibre,Manufacturing and Industrial Services,2,Tech Enthusiast,view
557,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,2,Business Professional,view
557,36,Cempaka Schools Malaysia,Education and Training,4,Business Professional,favorite
558,138,Manipal International University,Education and Training,3,Healthcare Worker,view
558,80,Malaysia Competition Commission,Consumer Services,3,Healthcare Worker,view
560,72,Malaysia LNG,Manufacturing and Industrial Services,3,Healthcare Worker,view
563,127,Mechmar,Manufacturing and Industrial Services,5,Tech Enthusiast,favorite
563,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,5,Tech Enthusiast,view
564,46,ASE Electronics Malaysia,Manufacturing and Industrial Services,1,Tech Enthusiast,view
566,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,5,Healthcare Worker,view
566,159,Universal Traveller,Retail and Consumer Services,3,Healthcare Worker,view
567,147,BRAND'S Suntory,Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
567,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,2,Tech Enthusiast,view
567,62,Revenue Group (Malaysia),Financial and Banking Services,3,Tech Enthusiast,view
568,4,Jabatan Kerja Raya Malaysia,Consumer Services,5,Healthcare Worker,view
569,58,Malaysia Transformer Manufacturing,Manufacturing and Industrial Services,2,Tech Enthusiast,view
570,128,Penfibre,Manufacturing and Industrial Services,2,Tech Enthusiast,view
571,127,Mechmar,Manufacturing and Industrial Services,2,Healthcare Worker,favorite
571,19,Kementerian Kesihatan Malaysia,Healthcare and Wellness,4,Healthcare Worker,view
572,95,Human Resources Development Fund Malaysia,Consumer Services,3,Tech Enthusiast,favorite
573,93,Finisar (Malaysia),Manufacturing and Industrial Services,4,Business Professional,view
574,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,1,Healthcare Worker,favorite
575,24,Telekom Malaysia,Technology and IT Services,1,Healthcare Worker,favorite
575,152,Universal Music Group,Media and Entertainment,4,Healthcare Worker,view
576,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,3,Business Professional,favorite
576,78,Kolej MDIS Malaysia,Education and Training,4,Business Professional,favorite
578,143,Galaxy Aerospace,Manufacturing and Industrial Services,4,Business Professional,click
579,29,Asian Secrets (Malaysia),Retail and Consumer Services,3,Tech Enthusiast,favorite
579,31,Delivery Hero (Malaysia),Consumer Services,5,Tech Enthusiast,view
579,46,ASE Electronics Malaysia,Manufacturing and Industrial Services,1,Tech Enthusiast,favorite
579,113,KRA Group,Consumer Services,5,Tech Enthusiast,favorite
580,131,VGI Global,Consumer Services,5,Tech Enthusiast,favorite
580,76,IBM Global Delivery Centre (Malaysia),Technology and IT Services,2,Tech Enthusiast,view
580,103,PR1MA,Construction and Real Estate,3,Tech Enthusiast,view
581,17,Aspiro (Malaysia),Financial and Banking Services,1,Business Professional,view
582,157,SalesWorks,Consumer Services,1,Tech Enthusiast,click
582,89,Malaysia Building Society,Financial and Banking Services,5,Tech Enthusiast,view
583,14,Prasarana Malaysia Berhad,Consumer Services,4,Business Professional,view
583,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,2,Business Professional,view
585,60,MYSense (Malaysia),Technology and IT Services,5,Tech Enthusiast,view
586,113,KRA Group,Consumer Services,2,Tech Enthusiast,click
587,133,OCIM,Manufacturing and Industrial Services,4,Business Professional,view
588,39,Syarikat Takaful Malaysia Berhad,Financial and Banking Services,3,Healthcare Worker,view
588,168,BigPay,Financial and Banking Services,2,Healthcare Worker,favorite
590,23,Great Eastern Malaysia,Financial and Banking Services,5,Healthcare Worker,favorite
590,5,Sun Pharmaceutical (Malaysia),Healthcare and Wellness,2,Healthcare Worker,view
590,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,4,Healthcare Worker,view
590,126,SRM Integration,Technology and IT Services,3,Healthcare Worker,view
592,145,Social Security Organisation,Consumer Services,2,Healthcare Worker,view
593,124,STRAND Aerospace,Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
593,103,PR1MA,Construction and Real Estate,3,Tech Enthusiast,view
595,44,Moore Malaysia,Financial and Banking Services,3,Business Professional,click
596,124,STRAND Aerospace,Manufacturing and Industrial Services,4,Tech Enthusiast,favorite
597,93,Finisar (Malaysia),Manufacturing and Industrial Services,2,Healthcare Worker,favorite
599,57,AMG International (Malaysia),Retail and Consumer Services,5,Business Professional,view
600,133,OCIM,Manufacturing and Industrial Services,4,Business Professional,favorite
600,67,ASQ (Malaysia),Consumer Services,4,Business Professional,favorite
600,70,Inland Revenue Board Of Malaysia,Consumer Services,5,Business Professional,favorite
601,37,AVANA (Malaysia),Technology and IT Services,3,Business Professional,view
603,31,Delivery Hero (Malaysia),Consumer Services,4,Healthcare Worker,view
606,76,IBM Global Delivery Centre (Malaysia),Technology and IT Services,1,Healthcare Worker,favorite
607,105,Tele-Paper,Manufacturing and Industrial Services,4,Tech Enthusiast,click
609,109,PappaRich,Healthcare and Wellness,1,Healthcare Worker,favorite
613,127,Mechmar,Manufacturing and Industrial Services,2,Healthcare Worker,favorite
613,137,Troopers Innovation,Technology and IT Services,2,Healthcare Worker,view
614,153,City University College of Science and Technology,Education and Training,3,Tech Enthusiast,view
616,102,Agrobank,Financial and Banking Services,3,Healthcare Worker,favorite
619,134,Naga DDB Tribal,Consumer Services,3,Business Professional,view
620,50,Percetakan Nasional Malaysia Berhad,Media and Entertainment,2,Business Professional,favorite
620,158,Novugen,Healthcare and Wellness,4,Business Professional,favorite
626,30,Department of Statistics Malaysia,Consumer Services,4,Healthcare Worker,favorite
627,165,Universiti Tenaga Nasional,Education and Training,4,Healthcare Worker,favorite
628,85,Esri Malaysia,Technology and IT Services,4,Healthcare Worker,view
628,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,2,Healthcare Worker,view
629,105,Tele-Paper,Manufacturing and Industrial Services,1,Business Professional,favorite
629,126,SRM Integration,Technology and IT Services,2,Business Professional,favorite
629,159,Universal Traveller,Retail and Consumer Services,2,Business Professional,view
630,88,Institute of Diplomacy and Foreign Relations Malaysia,Consumer Services,1,Tech Enthusiast,view
630,118,Credit Guarantee,Financial and Banking Services,4,Tech Enthusiast,favorite
632,0,Trapo (Malaysia),Manufacturing and Industrial Services,5,Tech Enthusiast,view
633,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,2,Tech Enthusiast,view
633,64,University Malaysia of Computer Science & Engineering,Education and Training,1,Tech Enthusiast,view
634,36,Cempaka Schools Malaysia,Education and Training,3,Tech Enthusiast,view
635,0,Trapo (Malaysia),Manufacturing and Industrial Services,2,Healthcare Worker,favorite
636,71,Jabatan Kimia Malaysia,Consumer Services,4,Business Professional,click
638,54,Composites Technology Research Malaysia,Manufacturing and Industrial Services,4,Healthcare Worker,view
642,123,Maqo,Manufacturing and Industrial Services,2,Healthcare Worker,favorite
644,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,3,Business Professional,view
645,111,ELMLAB,Technology and IT Services,4,Healthcare Worker,favorite
647,32,MiCare (Malaysia),Healthcare and Wellness,3,Healthcare Worker,favorite
647,53,SVO Group (Malaysia),Retail and Consumer Services,3,Healthcare Worker,view
647,124,STRAND Aerospace,Manufacturing and Industrial Services,3,Healthcare Worker,favorite
651,83,Malaysia Digital Economy,Retail and Consumer Services,4,Tech Enthusiast,view
653,21,Setel (Malaysia),Financial and Banking Services,5,Tech Enthusiast,view
655,114,TalentCorp,Consumer Services,1,Tech Enthusiast,favorite
657,30,Department of Statistics Malaysia,Consumer Services,2,Tech Enthusiast,click
657,147,BRAND'S Suntory,Manufacturing and Industrial Services,5,Tech Enthusiast,view
662,158,Novugen,Healthcare and Wellness,5,Healthcare Worker,view
663,98,Vantage Point Consulting (Malaysia),Consumer Services,5,Healthcare Worker,view
665,101,Tentacle Technologies,Technology and IT Services,1,Healthcare Worker,favorite
665,113,KRA Group,Consumer Services,2,Healthcare Worker,favorite
666,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,4,Tech Enthusiast,click
666,69,"Ministry of Tourism, Arts and Culture Malaysia",Consumer Services,3,Tech Enthusiast,view
667,96,Rangkaian Hotel Seri Malaysia,Consumer Services,2,Healthcare Worker,view
668,106,Marigold,Manufacturing and Industrial Services,3,Healthcare Worker,view
668,0,Trapo (Malaysia),Manufacturing and Industrial Services,1,Healthcare Worker,view
669,168,BigPay,Financial and Banking Services,5,Tech Enthusiast,favorite
669,170,iMoney Group,Financial and Banking Services,1,Tech Enthusiast,favorite
669,85,Esri Malaysia,Technology and IT Services,2,Tech Enthusiast,click
672,131,VGI Global,Consumer Services,4,Healthcare Worker,view
672,138,Manipal International University,Education and Training,1,Healthcare Worker,favorite
673,106,Marigold,Manufacturing and Industrial Services,5,Business Professional,click
673,3,Hong Leong Malaysia,Financial and Banking Services,1,Business Professional,click
673,84,City University Malaysia,Education and Training,5,Business Professional,favorite
677,66,Academy of Sciences Malaysia,Technology and IT Services,4,Business Professional,view
678,140,Meta Research,Technology and IT Services,4,Healthcare Worker,view
678,168,BigPay,Financial and Banking Services,3,Healthcare Worker,view
680,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,2,Tech Enthusiast,view
680,146,11street,Retail and Consumer Services,3,Tech Enthusiast,favorite
681,0,Trapo (Malaysia),Manufacturing and Industrial Services,4,Business Professional,favorite
681,124,STRAND Aerospace,Manufacturing and Industrial Services,2,Business Professional,favorite
681,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,1,Business Professional,click
684,64,University Malaysia of Computer Science & Engineering,Education and Training,4,Business Professional,click
686,166,NationGate Solution,Technology and IT Services,5,Business Professional,view
687,68,Jabatan Kastam Diraja Malaysia,Consumer Services,2,Tech Enthusiast,view
687,127,Mechmar,Manufacturing and Industrial Services,5,Tech Enthusiast,view
688,91,Malaysia Milk,Retail and Consumer Services,5,Business Professional,favorite
688,39,Syarikat Takaful Malaysia Berhad,Financial and Banking Services,1,Business Professional,view
689,116,P1,Technology and IT Services,2,Healthcare Worker,view
689,133,OCIM,Manufacturing and Industrial Services,2,Healthcare Worker,click
690,95,Human Resources Development Fund Malaysia,Consumer Services,4,Tech Enthusiast,view
691,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,4,Healthcare Worker,view
691,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,2,Healthcare Worker,favorite
691,118,Credit Guarantee,Financial and Banking Services,5,Healthcare Worker,view
693,58,Malaysia Transformer Manufacturing,Manufacturing and Industrial Services,1,Healthcare Worker,view
694,2,Lotus's Malaysia,Retail and Consumer Services,4,Healthcare Worker,view
696,171,CUCKOO International,Retail and Consumer Services,2,Tech Enthusiast,favorite
697,48,Free Malaysia Today,Media and Entertainment,5,Business Professional,view
700,129,Become (Malaysia),Retail and Consumer Services,4,Healthcare Worker,favorite
701,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,5,Healthcare Worker,view
701,39,Syarikat Takaful Malaysia Berhad,Financial and Banking Services,1,Healthcare Worker,favorite
701,73,Alliance Steel (Malaysia),Manufacturing and Industrial Services,5,Healthcare Worker,view
702,19,Kementerian Kesihatan Malaysia,Healthcare and Wellness,5,Tech Enthusiast,view
702,79,DH SSC Malaysia,Technology and IT Services,2,Tech Enthusiast,view
703,172,Esther Ong Tengku Saiful & Sree,Consumer Services,2,Tech Enthusiast,favorite
703,54,Composites Technology Research Malaysia,Manufacturing and Industrial Services,5,Tech Enthusiast,view
703,54,Composites Technology Research Malaysia,Manufacturing and Industrial Services,4,Tech Enthusiast,view
704,83,Malaysia Digital Economy,Retail and Consumer Services,5,Business Professional,favorite
705,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,3,Business Professional,favorite
705,60,MYSense (Malaysia),Technology and IT Services,3,Business Professional,favorite
707,157,SalesWorks,Consumer Services,1,Healthcare Worker,view
708,140,Meta Research,Technology and IT Services,2,Business Professional,view
709,7,Boost (Malaysia),Financial and Banking Services,5,Tech Enthusiast,view
710,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,2,Tech Enthusiast,view
711,60,MYSense (Malaysia),Technology and IT Services,2,Business Professional,view
711,33,Henry Butcher Malaysia,Construction and Real Estate,4,Business Professional,favorite
712,159,Universal Traveller,Retail and Consumer Services,4,Healthcare Worker,view
713,130,Tamco,Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
714,172,Esther Ong Tengku Saiful & Sree,Consumer Services,4,Tech Enthusiast,view
715,20,Alliance Bank Malaysia,Financial and Banking Services,3,Healthcare Worker,favorite
716,137,Troopers Innovation,Technology and IT Services,2,Tech Enthusiast,favorite
717,127,Mechmar,Manufacturing and Industrial Services,3,Healthcare Worker,click
720,18,SOCAR MOBILITY MALAYSIA,Consumer Services,2,Business Professional,favorite
720,127,Mechmar,Manufacturing and Industrial Services,5,Business Professional,click
721,92,MTU Services (Malaysia),Construction and Real Estate,2,Healthcare Worker,view
722,168,BigPay,Financial and Banking Services,4,Tech Enthusiast,favorite
726,133,OCIM,Manufacturing and Industrial Services,5,Healthcare Worker,view
727,131,VGI Global,Consumer Services,5,Healthcare Worker,view
727,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,4,Healthcare Worker,view
730,117,Bank Pembangunan,Financial and Banking Services,5,Healthcare Worker,view
732,148,Hitachi eBworx,Financial and Banking Services,4,Tech Enthusiast,view
733,147,BRAND'S Suntory,Manufacturing and Industrial Services,5,Business Professional,view
734,133,OCIM,Manufacturing and Industrial Services,1,Tech Enthusiast,view
736,76,IBM Global Delivery Centre (Malaysia),Technology and IT Services,5,Healthcare Worker,favorite
736,67,ASQ (Malaysia),Consumer Services,1,Healthcare Worker,view
739,92,MTU Services (Malaysia),Construction and Real Estate,1,Healthcare Worker,view
740,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,5,Healthcare Worker,view
741,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,4,Healthcare Worker,click
742,18,SOCAR MOBILITY MALAYSIA,Consumer Services,5,Business Professional,click
743,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,1,Tech Enthusiast,view
743,147,BRAND'S Suntory,Manufacturing and Industrial Services,3,Tech Enthusiast,click
744,112,The Edge Markets,Media and Entertainment,3,Healthcare Worker,favorite
746,29,Asian Secrets (Malaysia),Retail and Consumer Services,4,Business Professional,favorite
746,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,2,Business Professional,view
747,165,Universiti Tenaga Nasional,Education and Training,2,Business Professional,view
748,163,INTI International University & Colleges,Education and Training,4,Tech Enthusiast,view
